date,transaction_id,item_id,item_name,item_category,item_brand,quantity,item_revenue,source_medium,device_category,is_banner_product
20250121,T-20250121-00072,1789,Purificador de Ar Britânia Air até 30m² Preto,Climatização,Britânia,1,342.77,google / organic,mobile,0
20250122,T-20250122-00041,1333,Climatizador de Ar Samsung Crystal 20L Grafite,Climatização,Samsung,1,5217.85,google / cpc,desktop,0
20250211,T-20250211-00298,1990,Lava e Seca Electrolux Essential 12kg/8kg Prata,Eletrodomésticos,Electrolux,1,872.33,google / organic,desktop,0
20250115,T-20250115-00169,3604,Banco de Supino Gallant Extreme Inclinado Grafite,Esporte e Lazer,Gallant,1,1411.73,google / organic,mobile,0
20250128,T-20250128-00164,1068,Ar Condicionado Split LG Dual Inverter,Climatização,LG,1,3263.34,google / cpc,mobile,0
20250214,T-20250214-00173,4240,Guarda-Roupa Linea Brasil Adonai 3 Portas de Correr Branco,Móveis,Linea Brasil,1,604.74,google / cpc,desktop,0
20250208,T-20250208-00081,2965,Fone de Ouvido Samsung Crystal Gamer com Microfone Inox,"TV, Áudio e Vídeo",Samsung,1,1784.07,google / cpc,desktop,0
20250227,T-20250227-00192,1281,Climatizador de Ar Samsung Bespoke 15L Branco,Climatização,Samsung,1,4585.84,(direct) / (none),mobile,0
20250221,T-20250221-00116,3048,"Smart TV Samsung WindFree 75"" 4K Preto","TV, Áudio e Vídeo",Samsung,1,1854.5,google / cpc,desktop,0
20250122,T-20250122-00076,1367,Desumidificador Samsung Crystal 20L/dia Branco,Climatização,Samsung,1,2576.59,google / cpc,desktop,0
20250101,T-20250101-00055,1173,Ar Condicionado Split LG Dual Inverter Voice 18000 BTUs Quente/Frio Cinza,Climatização,LG,1,1955.55,google / cpc,mobile,0
20250123,T-20250123-00209,1148,Climatizador de Ar LG NeoChef 7L Branco 220V,Climatização,LG,2,5910.57,google / cpc,mobile,0
20250131,T-20250131-00276,5082,Panela Elétrica de Pressão Electrolux Eco Turbo 5L Prata,Utilidades Domésticas,Electrolux,1,502.32,(direct) / (none),mobile,0
20250130,T-20250130-00118,1791,Climatizador de Ar Britânia Mega,Climatização,Britânia,1,387.4,instagram / paid,mobile,0
20250219,T-20250219-00161,3731,Esteira Elétrica Gallant Force Profissional até 20km/h Prata,Esporte e Lazer,Gallant,1,775.64,google / cpc,desktop,0
20250212,T-20250212-00200,1900,Geladeira Brastemp Gourmand Side by Side 602L Inox,Eletrodomésticos,Brastemp,1,1670.2,google / organic,desktop,0
20250125,T-20250125-00114,2177,Forno Elétrico Consul Multi Ar 36L Prata,Eletrodomésticos,Consul,1,1043.75,google / organic,(not set),0
20250225,T-20250225-00274,1842,Aspirador de Pó Brastemp Frost Free Vertical sem Fio Preto,Eletrodomésticos,Brastemp,1,934.97,(direct) / (none),(not set),0
20250104,T-20250104-00007,1754,Ventilador de Torre Electrolux UltimateCare com Controle Remoto,Climatização,Electrolux,1,2982.69,google / cpc,desktop,0
20250211,T-20250211-00108,1909,Freezer Horizontal Brastemp Gourmand 414L Preto,Eletrodomésticos,Brastemp,1,1147.89,google / organic,mobile,0
20250108,T-20250108-00041,1362,Ventilador de Torre Samsung Bespoke com Controle Remoto Preto,Climatização,Samsung,1,3400.36,google / cpc,desktop,0
20250213,T-20250213-00098,1973,Fogão Brastemp Gourmand 5,Eletrodomésticos,Brastemp,1,1291.63,email / crm,mobile,0
20250123,T-20250123-00176,1227,Purificador de Ar LG NeoChef até 50m² Grafite,Climatização,LG,2,8014.18,tiktok / paid,mobile,0
20250122,T-20250122-00240,1369,Climatizador de Ar Samsung Crystal 10L Branco,Climatização,Samsung,1,4847.55,facebook / paid,desktop,0
20250215,T-20250215-00011,1451,Purificador de Ar Midea Vizi até 50m² Prata,Climatização,Midea,1,2985.13,(direct) / (none),mobile,0
20250115,T-20250115-00238,5944,Parafusadeira Black+Decker Firestorm de Impacto 20V,Ferramentas,Black+Decker,1,149.64,google / organic,mobile,0
20250228,T-20250228-00221,2639,Forno Elétrico Philco Eco,Eletrodomésticos,Philco,1,467.81,tiktok / paid,mobile,0
20250110,T-20250110-00019,1558,Purificador de Ar Elgin Eco até 50m²,Climatização,Elgin,3,7337.0,google / cpc,tablet,0
20250105,T-20250105-00041,1695,Purificador de Ar Consul Multi Ar até 50m² Cinza,Climatização,Consul,1,2583.71,facebook / paid,mobile,0
20250131,T-20250131-00269,4878,Panela Elétrica de Pressão Britânia Diamante 4L Grafite,Utilidades Domésticas,Britânia,1,96.32,(direct) / (none),mobile,0
20250102,T-20250102-00140,3840,Banco de Supino Gallant Pro Inclinado Preto 220V,Esporte e Lazer,Gallant,1,90.67,email / crm,(not set),0
20250226,T-20250226-00013,1750,Ventilador de Coluna Electrolux Pure i9 60cm Turbo Cinza,Climatização,Electrolux,1,1399.53,instagram / paid,mobile,0
20250212,T-20250212-00032,1567,Ar Condicionado Split Elgin Eco Inverter 24000 BTUs Frio Branco,Climatização,Elgin,2,5488.59,(direct) / (none),tablet,0
20250217,T-20250217-00063,1302,Cortina de Ar Samsung Evolution 150cm Preto,Climatização,Samsung,1,3720.54,google / cpc,desktop,0
20250122,T-20250122-00110,1414,Aquecedor Elétrico Midea Xtreme Save 2000W Grafite,Climatização,Midea,1,3156.78,google / organic,mobile,1
20250225,T-20250225-00112,1615,Climatizador de Ar,Climatização,Philco,1,1565.34,google / cpc,desktop,0
20250121,T-20250121-00021,1748,Ventilador de Torre Electrolux Premium Care 40cm Branco,Climatização,Electrolux,1,2293.01,google / cpc,mobile,0
20250126,T-20250126-00048,1000,Cortina de Ar LG NeoChef 90cm,Climatização,LG,3,13842.38,google / organic,desktop,0
20250119,T-20250119-00044,1844,Fogão Brastemp Clean 6 Bocas Inox,Eletrodomésticos,Brastemp,1,1548.85,google / cpc,mobile,0
20250110,T-20250110-00122,2423,Freezer Vertical Samsung EcoBubble 300L Preto,Eletrodomésticos,Samsung,1,3506.13,email / crm,desktop,0
20250127,T-20250127-00131,1699,Ar Condicionado Split Springer Way 9000 BTUs Frio Grafite,Climatização,Springer,2,2507.91,google / organic,mobile,0
20250214,T-20250214-00016,1144,Purificador de Ar LG ThinQ HEPA até 40m² Inox,Climatização,LG,2,4939.44,instagram / paid,mobile,0
20250204,T-20250204-00007,1727,Climatizador de Ar Springer Way 20L Grafite,Climatização,Springer,1,1529.65,google / organic,mobile,0
20250224,T-20250224-00007,1452,Ventilador de Coluna Midea Liva 50cm Prata,Climatização,Midea,1,1302.83,facebook / paid,mobile,0
20250115,T-20250115-00093,1822,Geladeira Brastemp Ative! Frost Free 490L Branco,Eletrodomésticos,Brastemp,1,747.45,google / organic,desktop,0
20250110,T-20250110-00133,2570,Freezer Horizontal Panasonic Econavi 414L Preto,Eletrodomésticos,Panasonic,1,1551.32,instagram / paid,mobile,0
20250222,T-20250222-00075,1558,Purificador de Ar Elgin Eco até 50m²,Climatização,Elgin,1,2373.95,facebook / paid,mobile,0
20250228,T-20250228-00020,1216,Ventilador de Coluna LG Art Cool 60cm Turbo Inox,Climatização,LG,1,4109.11,google / organic,mobile,0
20250211,T-20250211-00001,1662,Ar Condicionado Split Consul Bem Estar 24000 BTUs Quente/Frio Branco,Climatização,Consul,1,1280.09,(direct) / (none),desktop,0
20250115,T-20250115-00024,1599,Ventilador de Coluna Philco Eco Inverter 40cm Preto,Climatização,Philco,1,1549.15,google / cpc,desktop,0
20250128,T-20250128-00026,1268,Ventilador de Torre LG ThinQ 40cm Inox,Climatização,LG,1,3120.94,referral / parceiros,mobile,0
20250122,T-20250122-00375,4899,"Fritadeira Air Fryer Britânia Turbo 3,2L Grafite",Utilidades Domésticas,Britânia,2,896.7,(direct) / (none),desktop,0
20250130,T-20250130-00078,1216,Ventilador de Coluna LG Art Cool 60cm Turbo Inox,Climatização,LG,2,8653.27,instagram / paid,mobile,0
20250108,T-20250108-00014,1710,Ar Condicionado Split Springer Way 18000 BTUs Quente/Frio Preto,Climatização,Springer,1,1617.14,facebook / paid,desktop,0
20250226,T-20250226-00128,1038,Aquecedor Elétrico LG Smart,Climatização,LG,1,3039.97,referral / parceiros,(not set),0
20250215,T-20250215-00073,3149,Caixa de Som Bluetooth LG Dual Inverter Voice 30W Cinza,"TV, Áudio e Vídeo",LG,1,1876.42,bing / organic,mobile,0
20250212,T-20250212-00207,2127,Máquina de Lavar Electrolux Essential 10kg Branco,Eletrodomésticos,Electrolux,1,1718.11,(direct) / (none),desktop,0
20250119,T-20250119-00075,4617,Cama Box Kappesberg Florença Solteiro Inox,Móveis,Kappesberg,1,908.94,tiktok / paid,mobile,0
20250207,T-20250207-00135,3328,Soundbar Sony Bravia 500W 5.1 Inox,"TV, Áudio e Vídeo",Sony,1,4518.43,(direct) / (none),mobile,0
20250222,T-20250222-00101,2539,Lava-Louças Panasonic Flash Dry 8 Serviços Cinza,Eletrodomésticos,Panasonic,1,1034.23,google / organic,mobile,0
20250124,T-20250124-00048,1287,Cortina de Ar Samsung Bespoke 150cm Prata,Climatização,Samsung,1,2737.46,facebook / paid,mobile,0
20250210,T-20250210-00263,3055,Soundbar Samsung Bespoke 180W Preto,"TV, Áudio e Vídeo",Samsung,1,5654.07,referral / parceiros,desktop,0
20250123,T-20250123-00219,1175,Climatizador de Ar LG ThinQ 7L Branco,Climatização,LG,1,4244.54,google / organic,mobile,0
20250123,T-20250123-00216,1219,Ar Condicionado Portátil LG Art Cool 9000 BTUs Grafite,Climatização,LG,2,5206.97,google / cpc,mobile,0
20250208,T-20250208-00107,3807,Piscina Inflável Gallant Elite 5000L Estrutural Inox,Esporte e Lazer,Gallant,1,204.26,google / organic,mobile,0
20250128,T-20250128-00395,5265,Spot de Embutir Taschibra Cristal LED 7W,Iluminação,Taschibra,1,118.93,google / organic,mobile,0
20250207,T-20250207-00146,3063,"Smart TV Samsung EcoBubble 43"" 4K","TV, Áudio e Vídeo",Samsung,1,4019.32,tiktok / paid,mobile,0
20250105,T-20250105-00076,3372,Projetor Philips Walita Full HD 3500 Lumens Preto,"TV, Áudio e Vídeo",Philips,2,1115.71,google / cpc,desktop,0
20250203,T-20250203-00049,1172,Purificador de Ar LG NeoChef até,Climatização,LG,1,2396.11,(direct) / (none),mobile,0
20250117,T-20250117-00137,3411,Bicicleta Ergométrica Gallant Pro Air Bike Grafite,Esporte e Lazer,Gallant,1,791.64,instagram / paid,mobile,0
20250128,T-20250128-00040,1428,Ar Condicionado Portátil Midea All Easy 14000 BTUs Grafite,Climatização,Midea,2,4659.09,google / organic,desktop,0
20250106,T-20250106-00016,1611,Climatizador de Ar Philco Eco Inverter 10L Inox,Climatização,Philco,2,3094.33,facebook / paid,mobile,0
20250102,T-20250102-00141,3584,Esteira Elétrica Gallant Pro até 16km/h Dobrável,Esporte e Lazer,Gallant,1,759.91,google / organic,desktop,0
20250129,T-20250129-00157,1680,Purificador de Ar Consul Bem Estar até 30m² Inox,Climatização,Consul,1,1576.44,google / organic,desktop,0
20250223,T-20250223-00043,1162,Ar Condicionado Portátil LG Dual Inverter 14000 BTUs Prata,Climatização,LG,1,3538.54,(direct) / (none),desktop,0
20250114,T-20250114-00011,1444,Ar Condicionado Split Midea Liva 18000 BTUs Frio Inox,Climatização,Midea,1,1259.68,google / cpc,mobile,0
20250127,T-20250127-00043,1376,Cortina de Ar Samsung WindFree 120cm 220V,Climatização,Samsung,1,3277.95,google / cpc,desktop,0
20250228,T-20250228-00290,4212,Guarda-Roupa Madesa Dakota 3 Portas de Correr Prata,Móveis,Madesa,1,541.14,instagram / paid,mobile,0
20250221,T-20250221-00169,5168,Panela Elétrica de Pressão Hamilton Beach Big Mouth,Utilidades Domésticas,Hamilton Beach,3,859.12,google / organic,mobile,0
20250210,T-20250210-00321,3407,"Cama Elástica Gallant Extreme 2,00m Branco",Esporte e Lazer,Gallant,1,654.84,facebook / paid,tablet,0
20250228,T-20250228-00010,1165,Climatizador de Ar LG ThinQ 15L Inox,Climatização,LG,1,3731.92,facebook / paid,desktop,0
20250212,T-20250212-00001,1363,Cortina de Ar Samsung Digital Inverter 120cm Branco,Climatização,Samsung,1,4524.13,facebook / paid,mobile,0
20250219,T-20250219-00067,1070,Cortina de Ar LG Smart 90cm Inox,Climatização,LG,1,4042.12,facebook / paid,desktop,0
20250228,T-20250228-00070,1303,Ar Condicionado Portátil Samsung Bespoke 9000 BTUs,Climatização,Samsung,1,2369.13,email / crm,desktop,0
20250110,T-20250110-00310,4408,Sofá Artely Treviso Canto 5 Lugares Preto,Móveis,Artely,1,1102.18,facebook / paid,desktop,0
20250130,T-20250130-00041,1133,Purificador de Ar LG Dual Inverter Voice até 30m² Cinza,Climatização,LG,1,3197.96,google / cpc,mobile,0
20250109,T-20250109-00188,2138,Micro-ondas Electrolux Pure,Eletrodomésticos,Electrolux,1,810.85,facebook / paid,mobile,0
20250211,T-20250211-00323,3075,Fone de Ouvido LG Dual Inverter Voice com Cancelamento de Ruído Grafite,"TV, Áudio e Vídeo",LG,1,4174.45,google / organic,mobile,0
20250128,T-20250128-00248,2741,Forno Elétrico Mondial Max 60L,Eletrodomésticos,Mondial,1,145.08,(direct) / (none),desktop,0
20250215,T-20250215-00128,5915,Jogo de Chaves Stanley Pro Soquete 40pç Inox,Ferramentas,Stanley,2,303.68,facebook / paid,mobile,0
20250208,T-20250208-00087,3668,Esteira Elétrica Gallant Combat até 12km/h,Esporte e Lazer,Gallant,1,1069.34,(direct) / (none),(not set),0
20250113,T-20250113-00108,3320,Fone de Ouvido JBL Charge Gamer com Microfone Prata,"TV, Áudio e Vídeo",JBL,1,347.95,google / organic,tablet,0
20250126,T-20250126-00097,1250,Ventilador de Coluna LG ThinQ 50cm Preto Bivolt,Climatização,LG,1,2724.68,google / cpc,desktop,0
20250212,T-20250212-00025,1465,Ar Condicionado Split Midea All Easy 18000 BTUs Quente/Frio Prata,Climatização,Midea,1,3261.2,(direct) / (none),tablet,0
20250119,T-20250119-00001,1398,Climatizador de Ar Samsung Evolution 20L,Climatização,Samsung,1,4397.5,(direct) / (none),mobile,0
20250211,T-20250211-00122,2684,Aspirador de Pó Britânia Air 1600W Grafite,Eletrodomésticos,Britânia,1,133.46,google / organic,mobile,0
20250123,T-20250123-00177,1322,Desumidificador Samsung WindFree 20L/dia Cinza,Climatização,Samsung,2,5750.64,google / organic,mobile,0
20250130,T-20250130-00352,3891,Piscina Inflável Gallant Extreme 2000L Preto,Esporte e Lazer,Gallant,1,385.77,bing / organic,desktop,0
20250121,T-20250121-00182,2820,Smart TV Philco PH800,"TV, Áudio e Vídeo",Philco,1,2257.12,google / organic,desktop,0
20250203,T-20250203-00093,2200,Micro-ondas Consul Maxi Ar 34L Inox Bivolt,Eletrodomésticos,Consul,1,1704.18,google / cpc,mobile,0
20250219,T-20250219-00199,5159,Grill Elétrico Mallory Agio Churrasqueira Elétrica 1800W Cinza,Utilidades Domésticas,Mallory,1,348.14,google / organic,mobile,0
20250214,T-20250214-00139,2862,Projetor Philco Hit 4K 4000 Lumens Grafite,"TV, Áudio e Vídeo",Philco,1,2398.12,tiktok / paid,mobile,0
20250126,T-20250126-00091,1066,Ventilador de Coluna LG Dual Inverter Voice 50cm Cinza,Climatização,LG,1,3136.68,(direct) / (none),mobile,0
20250206,T-20250206-00069,1442,Purificador de Ar Midea Springer até 50m² Inox,Climatização,Midea,1,2517.16,google / cpc,desktop,0
20250220,T-20250220-00103,2696,Lava-Louças Britânia Turbo 10 Serviços Prata,Eletrodomésticos,Britânia,1,188.97,google / cpc,mobile,0
20250214,T-20250214-00093,2488,Geladeira Samsung WindFree Frost Free 490L 220V,Eletrodomésticos,Samsung,1,3969.19,(direct) / (none),mobile,0
20250106,T-20250106-00005,1109,Desumidificador LG ThinQ 12L/dia Cinza,Climatização,LG,1,1707.86,google / organic,(not set),0
20250225,T-20250225-00053,1167,Ar Condicionado Split LG ThinQ 30000 BTUs Frio Preto,Climatização,LG,1,2811.82,google / cpc,desktop,0
20250130,T-20250130-00157,1046,Ventilador de Coluna LG Dual Inverter 40cm Grafite,Climatização,LG,1,2911.18,(direct) / (none),mobile,0
20250120,T-20250120-00106,1925,Lava e Seca Brastemp Clean 10kg/7kg Preto,Eletrodomésticos,Brastemp,1,1551.83,(direct) / (none),desktop,0
20250207,T-20250207-00250,5524,Poste Solar Blumenau Slim Jardim 60cm,Iluminação,Blumenau,2,216.6,google / organic,mobile,0
20250211,T-20250211-00249,2474,Máquina de Lavar Samsung Bespoke 17kg Branco,Eletrodomésticos,Samsung,1,2968.23,google / cpc,mobile,0
20250119,T-20250119-00086,4957,Cafeteira Philco PTV Cápsulas Cinza,Utilidades Domésticas,Philco,1,115.17,instagram / paid,mobile,0
20250123,T-20250123-00326,3650,Kit Halteres Gallant Force 20kg Preto,Esporte e Lazer,Gallant,2,2962.78,google / cpc,desktop,0
20250215,T-20250215-00032,1081,Ventilador de Torre LG Art Cool 40cm Cinza,Climatização,LG,1,3747.5,(direct) / (none),mobile,0
20250131,T-20250131-00177,2442,Freezer Horizontal Samsung Crystal 414L Preto,Eletrodomésticos,Samsung,3,7052.35,referral / parceiros,mobile,0
20250116,T-20250116-00009,1246,Ar Condicionado Split LG Dual Inverter Voice 9000 BTUs Frio Cinza 110V,Climatização,LG,3,6476.8,(direct) / (none),desktop,0
20250227,T-20250227-00137,1394,Climatizador de Ar Samsung EcoBubble 20L Branco,Climatização,Samsung,1,4819.74,referral / parceiros,tablet,0
20250111,T-20250111-00177,5214,Luminária de Piso Taschibra Cristal LED Moderna Preto,Iluminação,Taschibra,1,143.15,google / cpc,desktop,0
20250214,T-20250214-00024,1103,Ventilador de Coluna LG Art Cool 60cm Turbo,Climatização,LG,1,2813.64,facebook / paid,mobile,0
20250225,T-20250225-00300,1911,Lava e Seca Brastemp Gourmand 11kg/7kg Preto,Eletrodomésticos,Brastemp,1,2227.5,google / organic,desktop,0
20250226,T-20250226-00023,1023,Aquecedor Elétrico LG ThinQ 2000W Prata,Climatização,LG,1,2737.83,(direct) / (none),(not set),0
20250111,T-20250111-00002,1100,Cortina de Ar LG NeoChef 90cm Preto,Climatização,LG,1,1949.44,google / cpc,desktop,0
20250212,T-20250212-00131,2721,Freezer Horizontal Mondial Max 534L Grafite,Eletrodomésticos,Mondial,1,174.83,google / organic,desktop,0
20250131,T-20250131-00145,1137,Ventilador de Coluna LG Dual Inverter 60cm Turbo Inox 220V,Climatização,LG,3,12703.95,google / organic,mobile,0
20250131,T-20250131-00080,1564,Ar Condicionado Split Elgin Eco Inverter 30000 BTUs Frio Grafite,Climatização,Elgin,2,4910.88,email / crm,mobile,0
20250114,T-20250114-00127,2053,Freezer Vertical Electrolux Premium Care 197L Inox,Eletrodomésticos,Electrolux,1,2460.68,(direct) / (none),mobile,0
20250214,T-20250214-00054,1569,Purificador de Ar Elgin Hi-Wall até 30m² Grafite,Climatização,Elgin,1,3258.29,google / organic,mobile,0
20250205,T-20250205-00130,3037,Home Theater Samsung Digital Inverter 2.1 300W Grafite,"TV, Áudio e Vídeo",Samsung,1,5721.6,google / cpc,desktop,0
20250130,T-20250130-00108,1408,Ar Condicionado Portátil Midea Liva 9000 BTUs Cinza,Climatização,Midea,1,1356.53,google / organic,mobile,0
20250203,T-20250203-00013,1169,Ar Condicionado Portátil LG Smart 12000 BTUs Prata 110V,Climatização,LG,1,2385.4,google / cpc,desktop,0
20250217,T-20250217-00161,4785,Processador de Alimentos Mondial Max 800W Grafite,Utilidades Domésticas,Mondial,1,321.63,(direct) / (none),mobile,0
20250210,T-20250210-00359,5499,Plafon Blumenau LED LED 18W Redondo Grafite,Iluminação,Blumenau,1,224.74,bing / organic,mobile,0
20250213,T-20250213-00208,4472,"Rack para TV Caemmun Lord até 50"" Inox",Móveis,Caemmun,1,1480.86,google / organic,mobile,0
20250225,T-20250225-00166,1328,Climatizador de Ar Samsung Digital Inverter 20L Cinza,Climatização,Samsung,1,3904.32,(direct) / (none),desktop,0
20250224,T-20250224-00299,4825,Panela Elétrica de Pressão Britânia Turbo 5L Preto,Utilidades Domésticas,Britânia,3,339.78,bing / organic,mobile,0
20250120,T-20250120-00187,5685,Jogo de Chaves Bosch GSB Soquete 40pç,Ferramentas,Bosch,1,407.32,email / crm,desktop,0
20250130,T-20250130-00341,3468,Churrasqueira Gallant Combat Portátil a Carvão Grafite 110V,Esporte e Lazer,Gallant,1,932.08,(direct) / (none),mobile,0
20250209,T-20250209-00108,3068,Home Theater Samsung Evolution 2.1 300W Branco,"TV, Áudio e Vídeo",Samsung,2,5116.25,tiktok / paid,desktop,0
20250227,T-20250227-00043,1105,Aquecedor Elétrico LG ThinQ 1500W Cinza,Climatização,LG,1,2631.33,google / organic,desktop,0
20250226,T-20250226-00371,5122,Liquidificador Cadence Gourmet 700W Inox,Utilidades Domésticas,Cadence,1,164.19,google / cpc,desktop,0
20250115,T-20250115-00095,2611,Forno Elétrico Philco Eco Inverter 50L Inox,Eletrodomésticos,Philco,1,453.49,instagram / paid,mobile,0
20250129,T-20250129-00193,1184,Ventilador de Torre LG ThinQ com Controle Remoto Branco,Climatização,LG,1,3846.68,(direct) / (none),desktop,0
20250225,T-20250225-00338,3152,Fone de Ouvido LG ThinQ Gamer com Microfone Branco,"TV, Áudio e Vídeo",LG,2,3071.66,google / cpc,desktop,0
20250112,T-20250112-00056,2104,Geladeira Electrolux Eco Turbo Duplex 362L Inox,Eletrodomésticos,Electrolux,1,1782.66,google / cpc,mobile,0
20250104,T-20250104-00034,1432,Ar Condicionado Split Midea Vizi 12000 BTUs Quente/Frio,Climatização,Midea,1,1388.68,instagram / paid,(not set),0
20250128,T-20250128-00364,4616,Sofá Kappesberg Nice Canto 5 Lugares,Móveis,Kappesberg,1,2005.77,facebook / paid,mobile,0
20250209,T-20250209-00047,2579,Lava e Seca Panasonic Flash Dry 10kg/7kg Inox,Eletrodomésticos,Panasonic,1,1359.17,google / organic,tablet,0
20250122,T-20250122-00006,1071,Ar Condicionado Split LG ThinQ 30000 BTUs Quente/Frio Branco,Climatização,LG,1,3908.36,email / crm,(not set),0
20250225,T-20250225-00371,4597,Mesa de Jantar Kappesberg Florença 4 Cadeiras Prata,Móveis,Kappesberg,1,763.0,(direct) / (none),(not set),0
20250210,T-20250210-00143,2302,Geladeira LG Art Cool Frost Free 375L,Eletrodomésticos,LG,1,2474.96,google / cpc,desktop,0
20250113,T-20250113-00118,3064,Soundbar Samsung WindFree 300W com Subwoofer Cinza,"TV, Áudio e Vídeo",Samsung,2,7119.46,google / cpc,mobile,0
20250127,T-20250127-00018,1529,Aquecedor Elétrico Elgin Eco Inverter 2000W Grafite,Climatização,Elgin,3,8511.43,(direct) / (none),mobile,0
20250220,T-20250220-00178,4661,Guarda-Roupa Patrimar Premium 4 Portas Inox,Móveis,Patrimar,1,800.81,google / organic,mobile,0
20250217,T-20250217-00113,2941,"Smart TV Philco Eco Inverter 85"" 4K","TV, Áudio e Vídeo",Philco,2,4060.41,facebook / paid,mobile,0
20250112,T-20250112-00062,1846,Aspirador de Pó Brastemp Clean Robô Branco,Eletrodomésticos,Brastemp,1,1734.71,(direct) / (none),mobile,0
20250126,T-20250126-00142,3534,Kit Halteres Gallant Combat 40kg com Barra,Esporte e Lazer,Gallant,1,395.93,instagram / paid,mobile,0
20250110,T-20250110-00042,1325,Aquecedor Elétrico Samsung Bespoke 1500W Preto,Climatização,Samsung,1,3211.89,google / organic,mobile,0
20250207,T-20250207-00161,3045,Soundbar Samsung WindFree 300W com Subwoofer Inox,"TV, Áudio e Vídeo",Samsung,1,6634.44,google / organic,desktop,0
20250111,T-20250111-00041,1952,Micro-ondas Brastemp Gourmand 32L,Eletrodomésticos,Brastemp,1,859.04,google / cpc,mobile,0
20250209,T-20250209-00005,1671,Ventilador de Torre Consul Multi Ar,Climatização,Consul,1,1741.86,google / organic,mobile,0
20250216,T-20250216-00051,2705,Geladeira Mondial Max French Door 590L Cinza,Eletrodomésticos,Mondial,1,334.43,google / cpc,mobile,0
20250212,T-20250212-00364,5194,Grill Elétrico Oster Turbo 1200W Grafite,Utilidades Domésticas,Oster,1,616.21,google / organic,mobile,0
20250120,T-20250120-00035,1616,Ar Condicionado Split Philco Smart 18000 BTUs Frio Grafite,Climatização,Philco,1,1136.31,facebook / paid,desktop,0
20250210,T-20250210-00356,4761,Grill Elétrico Mondial Max 1200W Grafite,Utilidades Domésticas,Mondial,1,132.38,google / organic,mobile,0
20250107,T-20250107-00224,3631,"Cama Elástica Gallant Elite 2,00m Prata",Esporte e Lazer,Gallant,2,419.96,google / organic,desktop,0
20250212,T-20250212-00061,1731,Ar Condicionado Split Springer Midea 30000 BTUs Frio Grafite,Climatização,Springer,3,5550.88,(direct) / (none),mobile,0
20250224,T-20250224-00169,1643,Ventilador de Coluna Consul Bem Estar 40cm,Climatização,Consul,1,1447.27,google / cpc,desktop,0
20250103,T-20250103-00036,1504,Desumidificador Elgin Hi-Wall 30L/dia Prata,Climatização,Elgin,1,2166.23,google / organic,mobile,0
20250112,T-20250112-00053,1836,Máquina de Lavar Brastemp Clean 12kg,Eletrodomésticos,Brastemp,1,3076.79,google / cpc,mobile,0
20250125,T-20250125-00030,1286,Desumidificador Samsung WindFree 20L/dia Inox,Climatização,Samsung,1,4562.16,(direct) / (none),mobile,0
20250223,T-20250223-00129,3315,Projetor JBL Pulse HD 3000 Lumens Grafite,"TV, Áudio e Vídeo",JBL,1,1383.86,(direct) / (none),mobile,0
20250118,T-20250118-00023,1316,Ventilador de Coluna Samsung WindFree 50cm Grafite,Climatização,Samsung,1,4889.39,(direct) / (none),desktop,0
20250206,T-20250206-00167,3074,Soundbar LG Dual Inverter Voice 500W 5.1 Preto,"TV, Áudio e Vídeo",LG,1,3167.78,google / cpc,mobile,0
20250210,T-20250210-00216,2312,Aspirador de Pó LG Art Cool 1200W Branco,Eletrodomésticos,LG,1,2340.16,instagram / paid,mobile,0
20250212,T-20250212-00006,1247,Climatizador de Ar LG Dual Inverter 20L Grafite,Climatização,LG,1,3134.73,google / organic,tablet,0
20250222,T-20250222-00055,1029,Climatizador de Ar,Climatização,LG,1,2767.52,facebook / paid,tablet,0
20250219,T-20250219-00057,1564,Ar Condicionado Split Elgin Eco Inverter 30000 BTUs,Climatização,Elgin,1,2252.65,(direct) / (none),mobile,0
20250112,T-20250112-00095,1979,Freezer Horizontal Brastemp Gourmand 300L Grafite,Eletrodomésticos,Brastemp,3,2870.18,google / organic,mobile,0
20250220,T-20250220-00129,3075,Fone de Ouvido LG Dual Inverter Voice com Cancelamento de Ruído Grafite,"TV, Áudio e Vídeo",LG,1,4204.17,(direct) / (none),desktop,0
20250105,T-20250105-00152,5600,Compressor de Ar Bosch GBH 2HP 50L Prata,Ferramentas,Bosch,2,769.01,tiktok / paid,mobile,0
20250131,T-20250131-00029,1278,Ventilador de Coluna LG Smart 50cm Preto,Climatização,LG,2,5097.59,email / crm,desktop,0
20250128,T-20250128-00044,1370,Aquecedor Elétrico Samsung Bespoke Mica 1200W Grafite,Climatização,Samsung,1,3821.13,google / cpc,desktop,0
20250129,T-20250129-00211,1699,Ar Condicionado Split Springer Way 9000 BTUs Frio Grafite,Climatização,Springer,1,1325.08,email / crm,mobile,0
20250104,T-20250104-00058,2227,Lava-Louças Consul Multi Ar 14 Serviços Prata 110V,Eletrodomésticos,Consul,1,1826.0,google / cpc,mobile,0
20250226,T-20250226-00351,4142,Mesa de Jantar Madesa Reims 8 Cadeiras Extensível Prata,Móveis,Madesa,3,3664.71,google / cpc,desktop,0
20250101,T-20250101-00013,1096,Aquecedor Elétrico LG Smart Mica,Climatização,LG,1,2297.17,google / cpc,mobile,0
20250120,T-20250120-00082,2776,Freezer Vertical Arno Clic Pro 246L Cinza Bivolt,Eletrodomésticos,Arno,1,520.38,google / cpc,(not set),0
