order_id_vtex,transaction_id_ga4,date,item_id,sku,nome_produto_vtex,categoria,marca,quantidade,receita_produto,frete,receita_total,forma_pagamento,status_pedido,cupom_aplicado
ORD-20250125-00131,T-20250125-00131,2025-01-25,3100,SKU-TVA-00301,Projetor LG ThinQ 4K 4000 Lumens Branco,"TV, Áudio e Vídeo",LG,1,1252.39,0.0,1252.39,boleto,faturado,
ORD-20250108-00122,T-20250108-00122,2025-01-08,2298,SKU-ELE-00499,Lava-Louças LG NeoChef 8 Serviços Branco,Eletrodomésticos,LG,1,3353.41,9.35,3362.76,boleto,faturado,
ORD-20250126-00148,T-20250126-00148,2025-01-26,4546,SKU-MOV-00447,Cadeira de Escritório Bertolini Luce Gamer Reclinável Preto,Móveis,Bertolini,1,781.95,0.0,781.95,pix,faturado,
ORD-20250207-00256,T-20250207-00256,2025-02-07,5229,SKU-ILU-00030,Poste Solar Taschibra LED Jardim 100cm Inox,Iluminação,Taschibra,1,172.46,23.37,195.83,boleto,faturado,SIM
ORD-20250211-X0742,,2025-02-11,5993,SKU-FER-00394,Parafusadeira Gedore Blue de Impacto 20V Grafite,Ferramentas,Gedore,1,223.92,16.75,240.67,boleto,devolvido,
ORD-20250228-00273,T-20250228-00273,2025-02-28,4113,SKU-MOV-00014,Estante Madesa Reims 3 Prateleiras Grafite,Móveis,Madesa,1,633.51,0.0,633.51,credit_card,faturado,
ORD-20250127-00290,T-20250127-00290,2025-01-27,4694,SKU-MOV-00595,Guarda-Roupa Germai Viena 3 Portas de Correr Cinza Bivolt,Móveis,Germai,1,1023.79,74.35,1098.14,pix,devolvido,
ORD-20250126-00133,T-20250126-00133,2025-01-26,2814,SKU-TVA-00015,Soundbar Philco Hit 300W com Subwoofer Inox,"TV, Áudio e Vídeo",Philco,1,1561.81,62.13,1623.94,credit_card,faturado,
ORD-20250225-00232,T-20250225-00232,2025-02-25,1311,SKU-CLI-00312,Cortina de Ar Samsung EcoBubble 120cm Branco,Climatização,Samsung,1,3858.78,0.0,3858.78,credit_card,faturado,
ORD-20250201-00080,T-20250201-00080,2025-02-01,3448,SKU-ESP-00049,Banco de Supino Gallant Combat Reto Grafite,Esporte e Lazer,Gallant,2,1327.62,6.14,1333.76,credit_card,devolvido,
ORD-20250214-00025,T-20250214-00025,2025-02-14,1053,SKU-CLI-00054,Aquecedor Elétrico LG Dual Inverter Voice Mica 1200W Grafite,Climatização,LG,1,2840.46,0.0,2840.46,credit_card,faturado,
ORD-20250202-00095,T-20250202-00095,2025-02-02,3792,SKU-ESP-00393,Churrasqueira Gallant Elite Portátil a Carvão Prata,Esporte e Lazer,Gallant,1,1390.4,0.0,1390.4,credit_card,faturado,
ORD-20250123-00033,T-20250123-00033,2025-01-23,1242,SKU-CLI-00243,Desumidificador LG Dual Inverter 20L/dia Prata 110V,Climatização,LG,1,1961.49,87.8,2049.29,pix,faturado,
ORD-20250121-X0551,,2025-01-21,2772,SKU-ELE-00973,Freezer Horizontal Arno Optimix 534L Grafite,Eletrodomésticos,Arno,1,173.19,69.18,242.37,pix,cancelado,
ORD-20250122-00159,T-20250122-00159,2025-01-22,1167,SKU-CLI-00168,Ar Condicionado Split LG ThinQ 30000 BTUs Frio Preto,Climatização,LG,1,2970.1,28.7,2998.8,credit_card,faturado,
ORD-20250210-00144,T-20250210-00144,2025-02-10,2328,SKU-ELE-00529,Lava-Louças LG Smart 14 Serviços Grafite,Eletrodomésticos,LG,1,3385.53,0.0,3385.53,pix,faturado,
ORD-20250226-00388,T-20250226-00388,2025-02-26,5769,SKU-FER-00170,Furadeira de Impacto Makita M-Force 550W Branco 110V,Ferramentas,Makita,1,273.2,79.92,353.12,boleto,entregue,
ORD-20250213-00102,T-20250213-00102,2025-02-13,2077,SKU-ELE-00278,Aspirador de Pó Electrolux Pure i9 1200W Prata 220V,Eletrodomésticos,Electrolux,1,881.14,75.18,956.32,boleto,faturado,
ORD-20250204-00001,T-20250204-00001,2025-02-04,1455,SKU-CLI-00456,Cortina de Ar Midea Xtreme Save 120cm Grafite,Climatização,Midea,1,2506.41,66.35,2572.76,credit_card,faturado,
ORD-20250125-00011,T-20250125-00011,2025-01-25,1400,SKU-CLI-00401,Climatizador de Ar Midea Springer 15L Inox,Climatização,Midea,1,2396.58,79.37,2475.95,credit_card,faturado,
ORD-20250207-00224,T-20250207-00224,2025-02-07,4197,SKU-MOV-00098,Sofá Madesa Dakota 3 Lugares,Móveis,Madesa,1,1521.79,0.0,1521.79,pix,faturado,
ORD-20250210-00334,T-20250210-00334,2025-02-10,4370,SKU-MOV-00271,"Rack para TV Casatema Siena até 65"" Preto",Móveis,Casatema,1,457.2,0.0,457.2,credit_card,faturado,
ORD-20250130-00346,T-20250130-00346,2025-01-30,3743,SKU-ESP-00344,Mesa de Ping Pong Gallant Combat MDF 15mm Bivolt,Esporte e Lazer,Gallant,1,188.94,12.96,201.9,credit_card,faturado,
ORD-20250228-00131,T-20250228-00131,2025-02-28,1369,SKU-CLI-00370,Climatizador de Ar Samsung Crystal 10L Branco,Climatização,Samsung,1,5275.83,0.0,5275.83,credit_card,faturado,
ORD-20250204-00152,T-20250204-00152,2025-02-04,3661,SKU-ESP-00262,Piscina Inflável Gallant Pro 7500L Estrutural Grafite,Esporte e Lazer,Gallant,2,803.44,55.75,859.19,pix,entregue,
ORD-20250128-00341,T-20250128-00341,2025-01-28,3779,SKU-ESP-00380,Piscina Inflável Gallant Combat 5000L Estrutural Cinza Bivolt,Esporte e Lazer,Gallant,1,1046.47,36.61,1083.08,credit_card,cancelado,
ORD-20250109-00149,T-20250109-00149,2025-01-09,2582,SKU-ELE-00783,Aspirador de Pó Philco Smart Robô Branco,Eletrodomésticos,Philco,1,252.21,61.59,313.8,boleto,faturado,
ORD-20250224-00159,T-20250224-00159,2025-02-24,1039,SKU-CLI-00040,Aquecedor Elétrico LG NeoChef 2000W Inox,Climatização,LG,2,3915.75,53.75,3969.5,credit_card,faturado,
ORD-20250223-00149,T-20250223-00149,2025-02-23,4159,SKU-MOV-00060,"Rack para TV Madesa Reims até 65"" Prata",Móveis,Madesa,1,1407.32,0.0,1407.32,boleto,faturado,
ORD-20250121-00192,T-20250121-00192,2025-01-21,3863,SKU-ESP-00464,Bicicleta Ergométrica Gallant Elite Air Bike Grafite Bivolt,Esporte e Lazer,Gallant,1,335.27,15.39,350.66,credit_card,entregue,
ORD-20250117-00044,T-20250117-00044,2025-01-17,1525,SKU-CLI-00526,Ventilador de Torre Elgin Eco Plus 40cm Grafite,Climatização,Elgin,1,1765.67,0.0,1765.67,credit_card,faturado,
ORD-20250213-00226,T-20250213-00226,2025-02-13,5042,SKU-UTD-00343,Cafeteira Electrolux Eco Turbo Cápsulas Inox,Utilidades Domésticas,Electrolux,1,565.93,0.0,565.93,credit_card,entregue,
ORD-20250131-00095,T-20250131-00095,2025-01-31,1481,SKU-CLI-00482,Ventilador de Torre Midea All Easy 40cm Branco,Climatização,Midea,1,2199.03,0.0,2199.03,boleto,cancelado,
ORD-20250224-00107,T-20250224-00107,2025-02-24,1122,SKU-CLI-00123,Climatizador de Ar LG Dual Inverter Voice 7L Preto,Climatização,LG,1,2725.13,38.46,2763.59,pix,faturado,
ORD-20250227-00222,T-20250227-00222,2025-02-27,2262,SKU-ELE-00463,Freezer Vertical Consul Multi Ar 197L Branco,Eletrodomésticos,Consul,1,1544.99,28.88,1573.87,boleto,faturado,
ORD-20250129-00190,T-20250129-00190,2025-01-29,1180,SKU-CLI-00181,Desumidificador LG NeoChef 12L/dia Branco,Climatização,LG,1,3579.86,0.0,3579.86,credit_card,faturado,
ORD-20250128-00239,T-20250128-00239,2025-01-28,1886,SKU-ELE-00087,Aspirador de Pó Brastemp Frost Free Vertical sem Fio Grafite,Eletrodomésticos,Brastemp,1,2506.8,48.72,2555.52,credit_card,cancelado,
ORD-20250226-00002,T-20250226-00002,2025-02-26,1060,SKU-CLI-00061,Ar Condicionado Split LG Smart 9000 BTUs Frio Branco,Climatização,LG,1,2513.14,4.68,2517.82,pix,faturado,SIM
ORD-20250103-X0508,,2025-01-03,1237,SKU-CLI-00238,Climatizador de Ar LG NeoChef 10L Cinza 220V,Climatização,LG,1,2776.51,0.0,2776.51,boleto,faturado,
ORD-20250130-X0386,,2025-01-30,4165,SKU-MOV-00066,Mesa de Jantar Madesa Reims 4 Cadeiras Preto,Móveis,Madesa,1,843.34,0.0,843.34,pix,faturado,SIM
ORD-20250119-00031,T-20250119-00031,2025-01-19,1408,SKU-CLI-00409,Ar Condicionado Portátil Midea Liva 9000 BTUs Cinza,Climatização,Midea,1,1418.62,0.0,1418.62,credit_card,faturado,
ORD-20250129-00048,T-20250129-00048,2025-01-29,1353,SKU-CLI-00354,Purificador de Ar Samsung EcoBubble até 50m² 220V,Climatização,Samsung,1,3347.06,0.0,3347.06,boleto,entregue,
ORD-20250107-00047,T-20250107-00047,2025-01-07,1031,SKU-CLI-00032,Cortina de Ar LG NeoChef 120cm Inox,Climatização,LG,1,4266.75,0.0,4266.75,credit_card,faturado,
ORD-20250106-00004,T-20250106-00004,2025-01-06,1687,SKU-CLI-00688,Desumidificador Consul Facilite 12L/dia Preto,Climatização,Consul,3,6604.93,72.06,6676.99,debit_card,faturado,
ORD-20250104-00087,T-20250104-00087,2025-01-04,4086,SKU-ESP-00687,Bicicleta Ergométrica Nautika Adventure Spinning,Esporte e Lazer,Nautika,1,303.56,0.0,303.56,credit_card,faturado,
ORD-20250120-00014,T-20250120-00014,2025-01-20,1564,SKU-CLI-00565,Ar Condicionado Split Elgin Eco Inverter 30000 BTUs Frio Grafite,Climatização,Elgin,1,2584.09,34.58,2618.67,credit_card,entregue,
ORD-20250102-00161,T-20250102-00161,2025-01-02,3452,SKU-ESP-00053,"Cama Elástica Gallant Extreme 3,10m com Rede de Proteção Grafite",Esporte e Lazer,Gallant,2,1089.67,0.0,1089.67,credit_card,entregue,
ORD-20250207-00250,T-20250207-00250,2025-02-07,5524,SKU-ILU-00325,Poste Solar Blumenau Slim Jardim 60cm,Iluminação,Blumenau,2,216.6,33.74,250.34,credit_card,faturado,
ORD-20250117-00158,T-20250117-00158,2025-01-17,4761,SKU-UTD-00062,Grill Elétrico Mondial Max 1200W Grafite,Utilidades Domésticas,Mondial,1,132.78,46.42,179.2,credit_card,cancelado,
ORD-20250131-00061,T-20250131-00061,2025-01-31,1246,SKU-CLI-00247,Ar Condicionado Split LG Dual Inverter Voice 9000 BTUs Frio Cinza 110V,Climatização,LG,1,2425.84,0.0,2425.84,pix,faturado,
ORD-20250128-00104,T-20250128-00104,2025-01-28,1163,SKU-CLI-00164,Ventilador de Coluna LG ThinQ 40cm Inox,Climatização,LG,2,9343.99,63.51,9407.5,pix,faturado,
ORD-20250220-00133,T-20250220-00133,2025-02-20,2839,SKU-TVA-00040,Fone de Ouvido Philco Hit com Cancelamento de Ruído,"TV, Áudio e Vídeo",Philco,1,1062.83,22.06,1084.89,credit_card,faturado,
ORD-20250211-X1008,,2025-02-11,1402,SKU-CLI-00403,Ar Condicionado Split Midea Liva 24000 BTUs Frio Grafite,Climatização,Midea,1,2674.59,0.0,2674.59,boleto,faturado,
ORD-20250117-00039,T-20250117-00039,2025-01-17,1047,SKU-CLI-00048,Climatizador de Ar LG Dual Inverter 20L Branco,Climatização,LG,1,1865.74,77.09,1942.83,boleto,faturado,
ORD-20250217-00110,T-20250217-00110,2025-02-17,3062,SKU-TVA-00263,Fone de Ouvido Samsung Crystal Bluetooth Over-Ear Prata,"TV, Áudio e Vídeo",Samsung,2,7950.94,0.0,7950.94,credit_card,faturado,
ORD-20250204-00089,T-20250204-00089,2025-02-04,1993,SKU-ELE-00194,Micro-ondas Electrolux Pure i9 30L Cinza,Eletrodomésticos,Electrolux,1,1009.6,0.0,1009.6,boleto,faturado,
ORD-20250107-00011,T-20250107-00011,2025-01-07,1123,SKU-CLI-00124,Aquecedor Elétrico LG NeoChef 1500W Grafite,Climatização,LG,1,2562.02,0.0,2562.02,credit_card,faturado,
ORD-20250121-00100,T-20250121-00100,2025-01-21,2588,SKU-ELE-00789,Freezer Horizontal Philco Hit 414L Cinza,Eletrodomésticos,Philco,1,185.78,65.33,251.11,pix,cancelado,SIM
ORD-20250205-X1049,,2025-02-05,3588,SKU-ESP-00189,Churrasqueira Gallant Force a Gás 4 Queimadores Grafite,Esporte e Lazer,Gallant,1,356.05,0.0,356.05,boleto,cancelado,SIM
ORD-20250224-00236,T-20250224-00236,2025-02-24,2988,SKU-TVA-00189,Home Theater Samsung Crystal 5.1 500W Inox,"TV, Áudio e Vídeo",Samsung,1,2205.15,0.0,2205.15,credit_card,faturado,
ORD-20250120-00005,T-20250120-00005,2025-01-20,1777,SKU-CLI-00778,Ventilador de Torre Britânia Mega 40cm Cinza,Climatização,Britânia,1,697.89,66.4,764.29,credit_card,faturado,
ORD-20250131-00181,T-20250131-00181,2025-01-31,2595,SKU-ELE-00796,Máquina de Lavar Philco Smart 17kg,Eletrodomésticos,Philco,1,397.49,30.3,427.79,credit_card,faturado,
ORD-20250218-00064,T-20250218-00064,2025-02-18,1341,SKU-CLI-00342,Ar Condicionado Portátil Samsung WindFree 9000 BTUs Branco,Climatização,Samsung,1,4261.41,0.0,4261.41,pix,faturado,
ORD-20250120-X0564,,2025-01-20,2803,SKU-TVA-00004,Soundbar Philco Eco Inverter 500W 5.1 Cinza,"TV, Áudio e Vídeo",Philco,1,1731.06,0.0,1731.06,pix,cancelado,
ORD-20250103-00184,T-20250103-00184,2025-01-03,4517,SKU-MOV-00418,Mesa de Jantar Bertolini Origens 8 Cadeiras Extensível Preto,Móveis,Bertolini,1,2768.5,0.0,2768.5,pix,faturado,
ORD-20250127-00148,T-20250127-00148,2025-01-27,1532,SKU-CLI-00533,Ventilador de Coluna Elgin Eco Inverter 60cm Turbo Cinza,Climatização,Elgin,1,1407.31,0.0,1407.31,boleto,faturado,
ORD-20250102-00078,T-20250102-00078,2025-01-02,1247,SKU-CLI-00248,Climatizador de Ar LG Dual Inverter 20L Grafite,Climatização,LG,1,3182.17,0.0,3182.17,credit_card,faturado,
ORD-20250222-X1183,,2025-02-22,5435,SKU-ILU-00236,Plafon Avant Pix LED 36W Sobrepor Inox,Iluminação,Avant,1,36.36,0.78,37.14,credit_card,cancelado,
ORD-20250225-00409,T-20250225-00409,2025-02-25,5806,SKU-FER-00207,Serra Circular Makita M-Force 1200W Preto,Ferramentas,Makita,1,377.67,0.0,377.67,boleto,entregue,
ORD-20250108-00177,T-20250108-00177,2025-01-08,3759,SKU-ESP-00360,Piscina Inflável Gallant Pro 7500L Estrutural Grafite 220V,Esporte e Lazer,Gallant,1,738.34,0.0,738.34,debit_card,faturado,
ORD-20250101-00052,T-20250101-00052,2025-01-01,1293,SKU-CLI-00294,Ar Condicionado Split Samsung Bespoke 24000 BTUs Frio Cinza,Climatização,Samsung,1,2944.3,0.0,2944.3,credit_card,faturado,
ORD-20250119-00040,T-20250119-00040,2025-01-19,2291,SKU-ELE-00492,Freezer Vertical LG Art Cool 246L,Eletrodomésticos,LG,1,1419.72,0.0,1419.72,credit_card,faturado,
ORD-20250130-00197,T-20250130-00197,2025-01-30,1273,SKU-CLI-00274,Ar Condicionado Portátil LG Smart 9000 BTUs Prata,Climatização,LG,1,2408.76,23.03,2431.79,credit_card,faturado,
ORD-20250105-00140,T-20250105-00140,2025-01-05,5164,SKU-UTD-00465,Grill Elétrico Mallory Maestro Churrasqueira Elétrica 1800W,Utilidades Domésticas,Mallory,1,393.89,0.0,393.89,pix,faturado,
ORD-20250115-00214,T-20250115-00214,2025-01-15,4800,SKU-UTD-00101,Cafeteira Mondial Premium Elétrica 12 Xícaras Inox,Utilidades Domésticas,Mondial,1,210.44,4.23,214.67,credit_card,entregue,
ORD-20250121-00017,T-20250121-00017,2025-01-21,1782,SKU-CLI-00783,Ar Condicionado Split Britânia Mega 12000 BTUs Frio Cinza,Climatização,Britânia,2,1031.59,0.0,1031.59,credit_card,faturado,
ORD-20250120-00031,T-20250120-00031,2025-01-20,1576,SKU-CLI-00577,Climatizador de Ar Philco PH800 10L Branco,Climatização,Philco,1,1276.4,0.0,1276.4,pix,faturado,
ORD-20250129-00044,T-20250129-00044,2025-01-29,1496,SKU-CLI-00497,Ventilador de Coluna Elgin Eco 40cm,Climatização,Elgin,1,3609.71,10.96,3620.67,boleto,faturado,
ORD-20250218-00110,T-20250218-00110,2025-02-18,2602,SKU-ELE-00803,Freezer Vertical Philco Hit 300L Grafite,Eletrodomésticos,Philco,1,936.48,0.0,936.48,boleto,faturado,
ORD-20250227-00150,T-20250227-00150,2025-02-27,1085,SKU-CLI-00086,Ar Condicionado Portátil LG Smart 14000 BTUs Inox,Climatização,LG,1,3321.63,0.0,3321.63,pix,faturado,
ORD-20250205-00081,T-20250205-00081,2025-02-05,1932,SKU-ELE-00133,Freezer Horizontal Brastemp Ative! 534L Cinza,Eletrodomésticos,Brastemp,1,2532.71,54.65,2587.36,credit_card,faturado,
ORD-20250110-00110,T-20250110-00110,2025-01-10,2368,SKU-ELE-00569,Freezer Vertical LG Dual Inverter 142L Inox,Eletrodomésticos,LG,1,2997.65,0.0,2997.65,credit_card,entregue,
ORD-20250205-00261,T-20250205-00261,2025-02-05,4679,SKU-MOV-00580,Cama Box Germai Oslo Queen Inox,Móveis,Germai,1,3191.92,0.0,3191.92,pix,faturado,
ORD-20250124-00096,T-20250124-00096,2025-01-24,1146,SKU-CLI-00147,Ar Condicionado Split LG Dual Inverter Voice 18000 BTUs Frio Inox,Climatização,LG,1,2835.05,0.0,2835.05,credit_card,cancelado,
ORD-20250206-00025,T-20250206-00025,2025-02-06,1554,SKU-CLI-00555,Ventilador de Torre Elgin Hi-Wall 50cm,Climatização,Elgin,1,3042.93,81.66,3124.59,debit_card,faturado,
ORD-20250212-00150,T-20250212-00150,2025-02-12,2557,SKU-ELE-00758,Geladeira Panasonic Flash Dry Duplex 450L Inox,Eletrodomésticos,Panasonic,1,1595.86,0.0,1595.86,credit_card,faturado,
ORD-20250117-00090,T-20250117-00090,2025-01-17,2424,SKU-ELE-00625,Aspirador de Pó Samsung EcoBubble Vertical sem Fio Inox,Eletrodomésticos,Samsung,1,2437.54,10.4,2447.94,pix,faturado,
ORD-20250204-00119,T-20250204-00119,2025-02-04,2675,SKU-ELE-00876,Forno Elétrico Britânia Diamante 44L Inox,Eletrodomésticos,Britânia,1,140.72,43.52,184.24,boleto,faturado,
ORD-20250110-00259,T-20250110-00259,2025-01-10,3477,SKU-ESP-00078,Kit Halteres Gallant Combat 20kg,Esporte e Lazer,Gallant,2,2827.22,0.0,2827.22,pix,devolvido,
ORD-20250205-00151,T-20250205-00151,2025-02-05,2985,SKU-TVA-00186,Fone de Ouvido Samsung WindFree Bluetooth In-Ear Cinza,"TV, Áudio e Vídeo",Samsung,2,8688.27,17.57,8705.84,credit_card,faturado,
ORD-20250212-00182,T-20250212-00182,2025-02-12,2024,SKU-ELE-00225,Freezer Horizontal Electrolux Eco Turbo 300L Prata,Eletrodomésticos,Electrolux,1,2855.08,0.0,2855.08,credit_card,devolvido,
ORD-20250124-00157,T-20250124-00157,2025-01-24,1406,SKU-CLI-00407,Climatizador de Ar Midea Springer 7L Cinza,Climatização,Midea,1,2779.17,42.08,2821.25,pix,faturado,
ORD-20250116-00157,T-20250116-00157,2025-01-16,3058,SKU-TVA-00259,Soundbar Samsung Crystal 180W Branco,"TV, Áudio e Vídeo",Samsung,1,4255.05,0.0,4255.05,pix,faturado,
ORD-20250130-00316,T-20250130-00316,2025-01-30,3289,SKU-TVA-00490,Home Theater JBL Charge 5.1 1000W Prata,"TV, Áudio e Vídeo",JBL,1,1357.57,0.0,1357.57,credit_card,faturado,
ORD-20250203-00149,T-20250203-00149,2025-02-03,3557,SKU-ESP-00158,Bicicleta Ergométrica Gallant Elite Spinning,Esporte e Lazer,Gallant,1,333.5,0.0,333.5,boleto,faturado,SIM
ORD-20250218-00168,T-20250218-00168,2025-02-18,3991,SKU-ESP-00592,Bicicleta Ergométrica Gallant Combat Horizontal,Esporte e Lazer,Gallant,2,2649.59,22.69,2672.28,pix,cancelado,
ORD-20250120-00040,T-20250120-00040,2025-01-20,1705,SKU-CLI-00706,Desumidificador Springer Midea 20L/dia Prata,Climatização,Springer,1,1358.81,0.0,1358.81,debit_card,faturado,
ORD-20250228-00076,T-20250228-00076,2025-02-28,1621,SKU-CLI-00622,Ar Condicionado Split Philco PTV 30000 BTUs Frio Cinza,Climatização,Philco,1,1363.01,0.0,1363.01,credit_card,faturado,
ORD-20250130-00072,T-20250130-00072,2025-01-30,1131,SKU-CLI-00132,Ar Condicionado Split LG Dual Inverter Voice 9000 BTUs Frio Cinza,Climatização,LG,1,2846.69,0.0,2846.69,credit_card,devolvido,
ORD-20250228-00087,T-20250228-00087,2025-02-28,1728,SKU-CLI-00729,Ar Condicionado Portátil Springer Way 12000 BTUs Cinza Bivolt,Climatização,Springer,1,1803.2,42.93,1846.13,pix,faturado,
ORD-20250224-00247,T-20250224-00247,2025-02-24,3033,SKU-TVA-00234,Fone de Ouvido Samsung Crystal Bluetooth Over-Ear Cinza Bivolt,"TV, Áudio e Vídeo",Samsung,1,3557.51,0.0,3557.51,credit_card,entregue,
ORD-20250207-00024,T-20250207-00024,2025-02-07,1383,SKU-CLI-00384,Ventilador de Coluna Samsung Bespoke 40cm Prata,Climatização,Samsung,1,2235.02,0.0,2235.02,boleto,faturado,
ORD-20250110-00303,T-20250110-00303,2025-01-10,4157,SKU-MOV-00058,Sofá Madesa Dakota Cama 3 Lugares Cinza,Móveis,Madesa,1,2151.34,0.0,2151.34,pix,faturado,
ORD-20250114-00185,T-20250114-00185,2025-01-14,3358,SKU-TVA-00559,Home Theater Philips Hue 5.1 1000W Prata,"TV, Áudio e Vídeo",Philips,1,1075.05,0.0,1075.05,debit_card,faturado,
ORD-20250127-00130,T-20250127-00130,2025-01-27,1187,SKU-CLI-00188,Climatizador de Ar LG Art Cool 15L Branco,Climatização,LG,1,4041.82,40.38,4082.2,boleto,faturado,
ORD-20250129-00208,T-20250129-00208,2025-01-29,1653,SKU-CLI-00654,Purificador de Ar Consul Bem Estar HEPA até 40m² Branco,Climatização,Consul,1,1665.49,0.0,1665.49,credit_card,faturado,
ORD-20250123-00335,T-20250123-00335,2025-01-23,4372,SKU-MOV-00273,Cama Box Casatema Veneza Queen Prata Bivolt,Móveis,Casatema,1,1389.38,75.41,1464.79,credit_card,faturado,
ORD-20250123-00006,T-20250123-00006,2025-01-23,1023,SKU-CLI-00024,Aquecedor Elétrico LG ThinQ 2000W Prata,Climatização,LG,1,2651.67,0.0,2651.67,debit_card,faturado,
ORD-20250129-00077,T-20250129-00077,2025-01-29,1164,SKU-CLI-00165,Climatizador de Ar LG Dual Inverter 7L,Climatização,LG,1,3420.16,0.0,3420.16,pix,faturado,
ORD-20250118-00052,T-20250118-00052,2025-01-18,1831,SKU-ELE-00032,Freezer Vertical Brastemp Frost Free 300L Branco,Eletrodomésticos,Brastemp,1,1486.1,0.0,1486.1,boleto,faturado,
ORD-20250227-00111,T-20250227-00111,2025-02-27,1482,SKU-CLI-00483,Ventilador de Coluna Midea Liva 50cm Prata Bivolt,Climatização,Midea,2,4038.47,82.34,4120.81,credit_card,entregue,
ORD-20250122-00050,T-20250122-00050,2025-01-22,1227,SKU-CLI-00228,Purificador de Ar LG NeoChef até 50m² Grafite,Climatização,LG,2,7250.1,59.09,7309.19,credit_card,faturado,
ORD-20250116-00040,T-20250116-00040,2025-01-16,1419,SKU-CLI-00420,Cortina de Ar Midea Springer 120cm Grafite,Climatização,Midea,1,1890.64,16.28,1906.92,credit_card,faturado,
ORD-20250210-00010,T-20250210-00010,2025-02-10,1122,SKU-CLI-00123,Climatizador de Ar LG Dual Inverter Voice 7L Preto,Climatização,LG,1,3161.59,0.0,3161.59,boleto,faturado,
ORD-20250129-00054,T-20250129-00054,2025-01-29,1727,SKU-CLI-00728,Climatizador de Ar Springer Way 20L Grafite,Climatização,Springer,2,2757.6,0.0,2757.6,debit_card,faturado,
ORD-20250115-00177,T-20250115-00177,2025-01-15,3764,SKU-ESP-00365,Banco de Supino Gallant Elite Ajustável Multiuso Grafite Bivolt,Esporte e Lazer,Gallant,2,1710.27,0.0,1710.27,credit_card,faturado,
ORD-20250228-00288,T-20250228-00288,2025-02-28,4625,SKU-MOV-00526,Estante Patrimar Master 5 Prateleiras Cinza,Móveis,Patrimar,1,2694.05,47.58,2741.63,pix,faturado,
ORD-20250115-00029,T-20250115-00029,2025-01-15,1756,SKU-CLI-00757,Ar Condicionado Portátil Electrolux Essential 14000 BTUs Cinza,Climatização,Electrolux,1,2906.7,0.0,2906.7,boleto,faturado,
ORD-20250227-00307,T-20250227-00307,2025-02-27,4012,SKU-ESP-00613,Mesa de Ping Pong Kikos Pro MDF 18mm Dobrável Grafite,Esporte e Lazer,Kikos,1,1956.66,50.66,2007.32,boleto,faturado,
ORD-20250221-00065,T-20250221-00065,2025-02-21,2229,SKU-ELE-00430,Forno Elétrico Consul Multi Ar 36L Branco,Eletrodomésticos,Consul,1,1724.06,46.33,1770.39,credit_card,faturado,
ORD-20250108-00072,T-20250108-00072,2025-01-08,1000,SKU-CLI-00001,Cortina de Ar LG NeoChef 90cm,Climatização,LG,1,4386.47,68.69,4455.16,boleto,devolvido,
ORD-20250205-00170,T-20250205-00170,2025-02-05,4083,SKU-ESP-00684,Piscina Inflável Nautika Camping 3500L Grafite,Esporte e Lazer,Nautika,1,223.83,37.51,261.34,credit_card,faturado,
ORD-20250104-00063,T-20250104-00063,2025-01-04,3253,SKU-TVA-00454,Soundbar TCL Semp 250W Branco,"TV, Áudio e Vídeo",TCL,1,1201.03,0.0,1201.03,credit_card,faturado,
ORD-20250203-00091,T-20250203-00091,2025-02-03,1951,SKU-ELE-00152,Micro-ondas Brastemp Frost Free 34L Grafite,Eletrodomésticos,Brastemp,1,3244.4,0.0,3244.4,debit_card,faturado,
ORD-20250109-00073,T-20250109-00073,2025-01-09,1299,SKU-CLI-00300,Ar Condicionado Portátil Samsung Crystal 12000 BTUs Grafite,Climatização,Samsung,1,4253.2,0.0,4253.2,credit_card,faturado,
ORD-20250228-00157,T-20250228-00157,2025-02-28,1772,SKU-CLI-00773,Aquecedor Elétrico Electrolux Eco Turbo 1500W Preto,Climatização,Electrolux,1,2034.22,0.0,2034.22,credit_card,faturado,
ORD-20250122-00295,T-20250122-00295,2025-01-22,3097,SKU-TVA-00298,Caixa de Som Bluetooth LG Dual Inverter 30W Branco,"TV, Áudio e Vídeo",LG,1,2698.33,13.62,2711.95,boleto,faturado,
ORD-20250131-00257,T-20250131-00257,2025-01-31,4520,SKU-MOV-00421,Cama Box Bertolini Luce King Grafite,Móveis,Bertolini,1,2387.64,0.0,2387.64,credit_card,entregue,
ORD-20250116-00110,T-20250116-00110,2025-01-16,2787,SKU-ELE-00988,Freezer Horizontal Arno Power Max 534L Inox,Eletrodomésticos,Arno,1,108.04,25.29,133.33,credit_card,faturado,
ORD-20250106-00038,T-20250106-00038,2025-01-06,1445,SKU-CLI-00446,Ventilador de Torre Midea Xtreme Save com Controle Remoto Grafite,Climatização,Midea,1,1757.76,0.0,1757.76,debit_card,faturado,
ORD-20250220-00121,T-20250220-00121,2025-02-20,3079,SKU-TVA-00280,Fone de Ouvido LG Dual Inverter Voice Bluetooth Over-Ear Inox,"TV, Áudio e Vídeo",LG,1,3763.45,50.82,3814.27,debit_card,faturado,
ORD-20250110-00249,T-20250110-00249,2025-01-10,3938,SKU-ESP-00539,Kit Halteres Gallant Extreme 40kg com Barra Cinza 220V,Esporte e Lazer,Gallant,2,2671.89,53.68,2725.57,credit_card,faturado,
