item_id,sku,nome_produto,categoria,marca,preco,url_produto,status_url,voltagem,data_cadastro
1216,SKU-CLI-00217,Ventilador de Coluna LG Art Cool 60cm Turbo Inox,Climatização,LG,4238.94,https://www.lojaficticia.com.br/produto/ventilador-de-coluna-lg-art-cool-60cm-turbo-inox,ativo,110V,2024-04-16
1687,SKU-CLI-00688,Desumidificador Consul Facilite 12L/dia Preto,Climatização,Consul,2254.68,https://www.lojaficticia.com.br/produto/desumidificador-consul-facilite-12l-dia-preto,ativo,110V,2024-07-19
2553,SKU-ELE-00754,Freezer Horizontal Panasonic Flash Dry 414L Grafite,Eletrodomésticos,Panasonic,1076.07,https://www.lojaficticia.com.br/produto/freezer-horizontal-panasonic-flash-dry-414l-grafite,ativo,220V,2024-02-20
5964,SKU-FER-00365,Trena Black+Decker Evo 5m,Ferramentas,Black+Decker,243.94,https://www.lojaficticia.com.br/produto/trena-black+decker-evo-5m,ativo,220V,2024-01-15
3527,SKU-ESP-00128,Banco de Supino Gallant Extreme Inclinado Inox 110V,Esporte e Lazer,Gallant,479.63,https://www.lojaficticia.com.br/produto/banco-de-supino-gallant-extreme-inclinado-inox-110v,ativo,110V,2024-08-29
2831,SKU-TVA-00032,"Smart TV Philco Smart 50"" 4K Grafite","TV, Áudio e Vídeo",Philco,554.03,"https://www.lojaficticia.com.br/produto/smart-tv-philco-smart-50""-4k-grafite",ativo,220V,2024-03-22
1830,SKU-ELE-00031,Máquina de Lavar Brastemp Clean 10kg Grafite,Eletrodomésticos,Brastemp,2234.52,https://www.lojaficticia.com.br/produto/maquina-de-lavar-brastemp-clean-10kg-grafite,ativo,110V,2024-02-03
2273,SKU-ELE-00474,Máquina de Lavar Consul Multi Ar 11kg,Eletrodomésticos,Consul,1688.32,https://www.lojaficticia.com.br/produto/maquina-de-lavar-consul-multi-ar-11kg,ativo,110V,2024-06-07
5121,SKU-UTD-00422,Cafeteira Cadence Pratic Espresso Automática Grafite,Utilidades Domésticas,Cadence,159.32,https://www.lojaficticia.com.br/produto/cafeteira-cadence-pratic-espresso-automatica-grafite,ativo,Bivolt,2024-04-16
5769,SKU-FER-00170,Furadeira de Impacto Makita M-Force 550W Branco 110V,Ferramentas,Makita,277.6,https://www.lojaficticia.com.br/produto/furadeira-de-impacto-makita-m-force-550w-branco-110v,ativo,110V,2024-07-09
1850,SKU-ELE-00051,Lava-Louças Brastemp Clean 10 Serviços Branco,Eletrodomésticos,Brastemp,1523.89,https://www.lojaficticia.com.br/produto/lava-loucas-brastemp-clean-10-servicos-branco,ativo,Bivolt,2024-06-14
3045,SKU-TVA-00246,Soundbar Samsung WindFree 300W com Subwoofer Inox,"TV, Áudio e Vídeo",Samsung,7204.81,https://www.lojaficticia.com.br/produto/soundbar-samsung-windfree-300w-com-subwoofer-inox,ativo,Bivolt,2024-07-12
3881,SKU-ESP-00482,Mesa de Ping Pong Gallant Force MDF 18mm Dobrável Branco 220V,Esporte e Lazer,Gallant,138.64,https://www.lojaficticia.com.br/produto/mesa-de-ping-pong-gallant-force-mdf-18mm-dobravel-branco-220v,ativo,220V,2024-02-02
2228,SKU-ELE-00429,Freezer Horizontal Consul Maxi Ar 414L Cinza,Eletrodomésticos,Consul,1542.33,https://www.lojaficticia.com.br/produto/freezer-horizontal-consul-maxi-ar-414l-cinza,ativo,Bivolt,2024-10-28
2960,SKU-TVA-00161,"Smart TV Samsung EcoBubble 70"" 4K Branco","TV, Áudio e Vídeo",Samsung,1871.11,"https://www.lojaficticia.com.br/produto/smart-tv-samsung-ecobubble-70""-4k-branco",ativo,220V,2024-08-30
3326,SKU-TVA-00527,"Smart TV JBL Boombox 50"" 4K Preto","TV, Áudio e Vídeo",JBL,962.33,"https://www.lojaficticia.com.br/produto/smart-tv-jbl-boombox-50""-4k-preto",ativo,220V,2024-11-25
3029,SKU-TVA-00230,Caixa de Som Bluetooth Samsung Crystal 100W Party Prata,"TV, Áudio e Vídeo",Samsung,6539.15,https://www.lojaficticia.com.br/produto/caixa-de-som-bluetooth-samsung-crystal-100w-party-prata,ativo,Bivolt,2024-08-22
4655,SKU-MOV-00556,Mesa de Jantar Patrimar Gold 8 Cadeiras Extensível Branco,Móveis,Patrimar,2043.97,https://www.lojaficticia.com.br/produto/mesa-de-jantar-patrimar-gold-8-cadeiras-extensivel-branco,ativo,Bivolt,2024-04-18
1941,SKU-ELE-00142,Máquina de Lavar Brastemp Ative! 13kg Branco,Eletrodomésticos,Brastemp,1985.06,https://www.lojaficticia.com.br/produto/maquina-de-lavar-brastemp-ative!-13kg-branco,ativo,220V,2024-10-04
3678,SKU-ESP-00279,Piscina Inflável Gallant Force 7500L Estrutural Grafite,Esporte e Lazer,Gallant,500.5,https://www.lojaficticia.com.br/produto/piscina-inflavel-gallant-force-7500l-estrutural-grafite,ativo,Bivolt,2024-02-01
1364,SKU-CLI-00365,Ar Condicionado Portátil Samsung Digital Inverter 14000 BTUs Inox,Climatização,Samsung,2458.73,https://www.lojaficticia.com.br/produto/ar-condicionado-portatil-samsung-digital-inverter-14000-btus-inox,ativo,220V,2024-10-19
2531,SKU-ELE-00732,Fogão Panasonic Inverter 4 Bocas Grafite,Eletrodomésticos,Panasonic,1188.87,https://www.lojaficticia.com.br/produto/fogao-panasonic-inverter-4-bocas-grafite,ativo,Bivolt,2024-06-24
3143,SKU-TVA-00344,Projetor LG Dual Inverter 4K 4000 Lumens Branco,"TV, Áudio e Vídeo",LG,3504.08,https://www.lojaficticia.com.br/produto/projetor-lg-dual-inverter-4k-4000-lumens-branco,ativo,110V,2024-01-28
3152,SKU-TVA-00353,Fone de Ouvido LG ThinQ Gamer com Microfone Branco,"TV, Áudio e Vídeo",LG,1696.66,https://www.lojaficticia.com.br/produto/fone-de-ouvido-lg-thinq-gamer-com-microfone-branco,ativo,220V,2024-06-10
2987,SKU-TVA-00188,"Smart TV Samsung WindFree 32"" HD Branco","TV, Áudio e Vídeo",Samsung,7228.77,"https://www.lojaficticia.com.br/produto/smart-tv-samsung-windfree-32""-hd-branco",ativo,220V,2024-06-05
5405,SKU-ILU-00206,Luminária de Piso Avant Slim Tripé Prata,Iluminação,Avant,66.93,https://www.lojaficticia.com.br/produto/luminaria-de-piso-avant-slim-tripe-prata,ativo,220V,2024-04-11
1633,SKU-CLI-00634,Cortina de Ar Philco PTV 90cm Grafite,Climatização,Philco,1733.55,https://www.lojaficticia.com.br/produto/cortina-de-ar-philco-ptv-90cm-grafite,ativo,220V,2024-07-12
3762,SKU-ESP-00363,Kit Halteres Gallant Pro 10kg Grafite Bivolt,Esporte e Lazer,Gallant,1296.01,https://www.lojaficticia.com.br/produto/kit-halteres-gallant-pro-10kg-grafite-bivolt,ativo,Bivolt,2024-09-30
1054,SKU-CLI-00055,Climatizador de Ar LG NeoChef 15L Preto,Climatização,LG,3064.37,https://www.lojaficticia.com.br/produto/climatizador-de-ar-lg-neochef-15l-preto,ativo,Bivolt,2024-05-28
2186,SKU-ELE-00387,Máquina de Lavar Consul Maxi Ar 10kg Branco,Eletrodomésticos,Consul,792.42,https://www.lojaficticia.com.br/produto/maquina-de-lavar-consul-maxi-ar-10kg-branco,ativo,110V,2024-04-05
4229,SKU-MOV-00130,"Rack para TV Linea Brasil Adonai até 50"" Inox",Móveis,Linea Brasil,1275.3,"https://www.lojaficticia.com.br/produto/rack-para-tv-linea-brasil-adonai-ate-50""-inox",ativo,110V,2024-05-25
3816,SKU-ESP-00417,Saco de Pancada Gallant Extreme 80cm Prata Bivolt,Esporte e Lazer,Gallant,485.18,https://www.lojaficticia.com.br/produto/saco-de-pancada-gallant-extreme-80cm-prata-bivolt,ativo,Bivolt,2024-08-03
4141,SKU-MOV-00042,Estante Madesa Reims com Portas,Móveis,Madesa,1190.0,https://www.lojaficticia.com.br/produto/estante-madesa-reims-com-portas,ativo,Bivolt,2024-10-19
5685,SKU-FER-00086,Jogo de Chaves Bosch GSB Soquete 40pç,Ferramentas,Bosch,398.52,https://www.lojaficticia.com.br/produto/jogo-de-chaves-bosch-gsb-soquete-40pc,ativo,Bivolt,2024-06-25
3768,SKU-ESP-00369,Esteira Elétrica Gallant Force até 12km/h Grafite,Esporte e Lazer,Gallant,1292.56,https://www.lojaficticia.com.br/produto/esteira-eletrica-gallant-force-ate-12km-h-grafite,ativo,110V,2024-07-02
2456,SKU-ELE-00657,Micro-ondas Samsung Digital Inverter 30L Prata,Eletrodomésticos,Samsung,1545.57,https://www.lojaficticia.com.br/produto/micro-ondas-samsung-digital-inverter-30l-prata,ativo,Bivolt,2024-03-15
3401,SKU-ESP-00002,Mesa de Ping Pong Gallant Elite MDF 15mm Inox,Esporte e Lazer,Gallant,161.12,https://www.lojaficticia.com.br/produto/mesa-de-ping-pong-gallant-elite-mdf-15mm-inox,ativo,220V,2024-07-14
4045,SKU-ESP-00646,Piscina Inflável Movement Pro 3500L Inox,Esporte e Lazer,Movement,1557.47,https://www.lojaficticia.com.br/produto/piscina-inflavel-movement-pro-3500l-inox,ativo,Bivolt,2024-05-09
2632,SKU-ELE-00833,Fogão Philco Eco Inverter Cooktop 4 Bocas Prata,Eletrodomésticos,Philco,895.22,https://www.lojaficticia.com.br/produto/fogao-philco-eco-inverter-cooktop-4-bocas-prata,ativo,110V,2024-05-13
4701,SKU-UTD-00002,Processador de Alimentos Mondial Max 500W Branco,Utilidades Domésticas,Mondial,173.02,https://www.lojaficticia.com.br/produto/processador-de-alimentos-mondial-max-500w-branco,ativo,Bivolt,2024-01-23
4552,SKU-MOV-00453,Sofá Bertolini Estilo Canto 5 Lugares Preto,Móveis,Bertolini,908.41,https://www.lojaficticia.com.br/produto/sofa-bertolini-estilo-canto-5-lugares-preto,ativo,Bivolt,2024-10-14
4987,SKU-UTD-00288,Liquidificador Arno Optimix 500W,Utilidades Domésticas,Arno,434.35,https://www.lojaficticia.com.br/produto/liquidificador-arno-optimix-500w,ativo,Bivolt,2024-03-14
5791,SKU-FER-00192,Nível a Laser Makita M-Force 20m Linhas Cruzadas Preto,Ferramentas,Makita,256.9,https://www.lojaficticia.com.br/produto/nivel-a-laser-makita-m-force-20m-linhas-cruzadas-preto,ativo,110V,2024-03-15
4266,SKU-MOV-00167,Guarda-Roupa Linea Brasil Dallas 4 Portas Branco,Móveis,Linea Brasil,1623.87,https://www.lojaficticia.com.br/produto/guarda-roupa-linea-brasil-dallas-4-portas-branco,ativo,110V,2024-03-20
2693,SKU-ELE-00894,Aspirador de Pó Britânia Air Robô Branco,Eletrodomésticos,Britânia,262.1,https://www.lojaficticia.com.br/produto/aspirador-de-po-britania-air-robo-branco,ativo,110V,2024-01-26
2690,SKU-ELE-00891,Freezer Vertical Britânia Mega 300L Prata,Eletrodomésticos,Britânia,229.56,https://www.lojaficticia.com.br/produto/freezer-vertical-britania-mega-300l-prata,ativo,220V,2024-03-28
1790,SKU-CLI-00791,Climatizador de Ar Britânia Diamante 10L,Climatização,Britânia,216.41,https://www.lojaficticia.com.br/produto/climatizador-de-ar-britania-diamante-10l,ativo,110V,2024-04-11
2692,SKU-ELE-00893,Lava-Louças Britânia Air 8 Serviços Cinza,Eletrodomésticos,Britânia,219.35,https://www.lojaficticia.com.br/produto/lava-loucas-britania-air-8-servicos-cinza,ativo,Bivolt,2024-12-02
4568,SKU-MOV-00469,Estante Bertolini Estilo 5 Prateleiras Grafite,Móveis,Bertolini,2313.42,https://www.lojaficticia.com.br/produto/estante-bertolini-estilo-5-prateleiras-grafite,ativo,220V,2024-10-19
1650,SKU-CLI-00651,Cortina de Ar Consul Facilite 90cm Prata,Climatização,Consul,2238.58,https://www.lojaficticia.com.br/produto/cortina-de-ar-consul-facilite-90cm-prata,ativo,220V,2024-10-18
2411,SKU-ELE-00612,Geladeira Samsung Evolution Frost Free 431L Inox,Eletrodomésticos,Samsung,1130.8,https://www.lojaficticia.com.br/produto/geladeira-samsung-evolution-frost-free-431l-inox,ativo,220V,2024-03-25
3386,SKU-TVA-00587,Home Theater Multilaser Warrior 5.1 500W Inox,"TV, Áudio e Vídeo",Multilaser,287.22,https://www.lojaficticia.com.br/produto/home-theater-multilaser-warrior-5.1-500w-inox,ativo,110V,2024-10-16
1754,SKU-CLI-00755,Ventilador de Torre Electrolux UltimateCare com Controle Remoto,Climatização,Electrolux,2726.78,https://www.lojaficticia.com.br/produto/ventilador-de-torre-electrolux-ultimatecare-com-controle-remoto,ativo,110V,2024-07-23
2060,SKU-ELE-00261,Aspirador de Pó Electrolux Essential 1200W Grafite,Eletrodomésticos,Electrolux,622.07,https://www.lojaficticia.com.br/produto/aspirador-de-po-electrolux-essential-1200w-grafite,ativo,220V,2024-09-16
1390,SKU-CLI-00391,Ar Condicionado Split Samsung Digital Inverter 18000 BTUs Quente/Frio Cinza,Climatização,Samsung,3476.29,https://www.lojaficticia.com.br/produto/ar-condicionado-split-samsung-digital-inverter-18000-btus-quente-frio-cinza,ativo,220V,2024-11-12
5991,SKU-FER-00392,Serra Tico-Tico Gedore Red 650W Pendular Grafite,Ferramentas,Gedore,69.61,https://www.lojaficticia.com.br/produto/serra-tico-tico-gedore-red-650w-pendular-grafite,ativo,110V,2024-05-30
5258,SKU-ILU-00059,Arandela Taschibra LED Interna Preto,Iluminação,Taschibra,97.57,https://www.lojaficticia.com.br/produto/arandela-taschibra-led-interna-preto,ativo,220V,2024-04-02
3992,SKU-ESP-00593,Bicicleta Ergométrica Gallant Elite Air Bike,Esporte e Lazer,Gallant,219.03,https://www.lojaficticia.com.br/produto/bicicleta-ergometrica-gallant-elite-air-bike,ativo,Bivolt,2024-10-05
4752,SKU-UTD-00053,Panela Elétrica de Pressão Mondial Max 8L Preto,Utilidades Domésticas,Mondial,165.39,https://www.lojaficticia.com.br/produto/panela-eletrica-de-pressao-mondial-max-8l-preto,ativo,Bivolt,2024-06-20
1222,SKU-CLI-00223,Cortina de Ar LG ThinQ 150cm Inox,Climatização,LG,2781.82,https://www.lojaficticia.com.br/produto/cortina-de-ar-lg-thinq-150cm-inox,ativo,220V,2024-01-30
5930,SKU-FER-00331,Serra Circular Stanley FatMax 1200W Branco,Ferramentas,Stanley,328.78,https://www.lojaficticia.com.br/produto/serra-circular-stanley-fatmax-1200w-branco,ativo,110V,2024-07-18
4692,SKU-MOV-00593,Cadeira de Escritório Germai Zurique Giratória Simples Inox,Móveis,Germai,1590.83,https://www.lojaficticia.com.br/produto/cadeira-de-escritorio-germai-zurique-giratoria-simples-inox,ativo,110V,2024-08-09
5369,SKU-ILU-00170,Spot de Embutir Philips Hue LED 7W Preto,Iluminação,Philips,206.25,https://www.lojaficticia.com.br/produto/spot-de-embutir-philips-hue-led-7w-preto,ativo,Bivolt,2024-11-02
4793,SKU-UTD-00094,Panela Elétrica de Pressão Mondial Max 4L,Utilidades Domésticas,Mondial,126.63,https://www.lojaficticia.com.br/produto/panela-eletrica-de-pressao-mondial-max-4l,ativo,Bivolt,2024-06-02
2642,SKU-ELE-00843,Forno Elétrico Philco PH800 44L Branco,Eletrodomésticos,Philco,514.69,https://www.lojaficticia.com.br/produto/forno-eletrico-philco-ph800-44l-branco,ativo,Bivolt,2024-09-27
5562,SKU-ILU-00363,Plafon Osram Parathom LED 24W Quadrado Inox,Iluminação,Osram,142.24,https://www.lojaficticia.com.br/produto/plafon-osram-parathom-led-24w-quadrado-inox,ativo,110V,2024-10-02
1105,SKU-CLI-00106,Aquecedor Elétrico LG ThinQ 1500W Cinza,Climatização,LG,2790.51,https://www.lojaficticia.com.br/produto/aquecedor-eletrico-lg-thinq-1500w-cinza,ativo,220V,2024-04-22
4539,SKU-MOV-00440,Guarda-Roupa Bertolini Origens 4 Portas,Móveis,Bertolini,430.73,https://www.lojaficticia.com.br/produto/guarda-roupa-bertolini-origens-4-portas,ativo,220V,2024-09-03
3676,SKU-ESP-00277,Churrasqueira Gallant Elite a Gás 4 Queimadores Branco,Esporte e Lazer,Gallant,588.13,https://www.lojaficticia.com.br/produto/churrasqueira-gallant-elite-a-gas-4-queimadores-branco,ativo,220V,2024-10-12
1712,SKU-CLI-00713,Ventilador de Coluna Springer Air Plus 50cm Preto,Climatização,Springer,1432.77,https://www.lojaficticia.com.br/produto/ventilador-de-coluna-springer-air-plus-50cm-preto,ativo,Bivolt,2024-08-31
5361,SKU-ILU-00162,Lustre Pendente Philips Walita 5 Lâmpadas,Iluminação,Philips,239.85,https://www.lojaficticia.com.br/produto/lustre-pendente-philips-walita-5-lampadas,ativo,110V,2024-08-04
3804,SKU-ESP-00405,"Cama Elástica Gallant Pro 2,00m Preto",Esporte e Lazer,Gallant,598.98,"https://www.lojaficticia.com.br/produto/cama-elastica-gallant-pro-2,00m-preto",ativo,110V,2024-05-13
4105,SKU-MOV-00006,Guarda-Roupa Madesa Monaco 3 Portas de Correr Grafite,Móveis,Madesa,2495.57,https://www.lojaficticia.com.br/produto/guarda-roupa-madesa-monaco-3-portas-de-correr-grafite,ativo,Bivolt,2024-04-07
4035,SKU-ESP-00636,"Cama Elástica Movement Perform 3,10m com Rede de Proteção Prata",Esporte e Lazer,Movement,1015.42,"https://www.lojaficticia.com.br/produto/cama-elastica-movement-perform-3,10m-com-rede-de-protecao-prata",ativo,110V,2024-10-06
1280,SKU-CLI-00281,Ar Condicionado Portátil Samsung WindFree 12000 BTUs Cinza,Climatização,Samsung,3377.79,https://www.lojaficticia.com.br/produto/ar-condicionado-portatil-samsung-windfree-12000-btus-cinza,ativo,220V,2024-10-21
1039,SKU-CLI-00040,Aquecedor Elétrico LG NeoChef 2000W Inox,Climatização,LG,1831.33,https://www.lojaficticia.com.br/produto/aquecedor-eletrico-lg-neochef-2000w-inox,ativo,110V,2024-11-29
4959,SKU-UTD-00260,Fritadeira Air Fryer Philco Smart 4L Cinza,Utilidades Domésticas,Philco,308.07,https://www.lojaficticia.com.br/produto/fritadeira-air-fryer-philco-smart-4l-cinza,ativo,220V,2024-09-30
3508,SKU-ESP-00109,Churrasqueira Gallant Elite Elétrica de Bancada Inox,Esporte e Lazer,Gallant,1286.15,https://www.lojaficticia.com.br/produto/churrasqueira-gallant-elite-eletrica-de-bancada-inox,ativo,220V,2024-01-30
3307,SKU-TVA-00508,Soundbar JBL Live 500W 5.1 Cinza,"TV, Áudio e Vídeo",JBL,1451.26,https://www.lojaficticia.com.br/produto/soundbar-jbl-live-500w-5.1-cinza,ativo,220V,2024-09-23
2317,SKU-ELE-00518,Lava e Seca LG Dual Inverter Voice 11kg/7kg Cinza,Eletrodomésticos,LG,3180.35,https://www.lojaficticia.com.br/produto/lava-e-seca-lg-dual-inverter-voice-11kg-7kg-cinza,ativo,Bivolt,2024-06-27
4220,SKU-MOV-00121,Cadeira de Escritório Linea Brasil Dallas Giratória Simples Grafite,Móveis,Linea Brasil,1788.96,https://www.lojaficticia.com.br/produto/cadeira-de-escritorio-linea-brasil-dallas-giratoria-simples-grafite,ativo,220V,2024-07-24
2525,SKU-ELE-00726,Fogão Panasonic Flash Dry Cooktop 4 Bocas Cinza,Eletrodomésticos,Panasonic,1257.84,https://www.lojaficticia.com.br/produto/fogao-panasonic-flash-dry-cooktop-4-bocas-cinza,ativo,220V,2024-06-08
3972,SKU-ESP-00573,Churrasqueira Gallant Elite Elétrica de Bancada Cinza 110V,Esporte e Lazer,Gallant,932.55,https://www.lojaficticia.com.br/produto/churrasqueira-gallant-elite-eletrica-de-bancada-cinza-110v,ativo,110V,2024-04-07
2910,SKU-TVA-00111,Home Theater Philco PH800 2.1 300W Cinza,"TV, Áudio e Vídeo",Philco,2241.39,https://www.lojaficticia.com.br/produto/home-theater-philco-ph800-2.1-300w-cinza,ativo,110V,2024-04-17
3452,SKU-ESP-00053,"Cama Elástica Gallant Extreme 3,10m com Rede de Proteção Grafite",Esporte e Lazer,Gallant,517.95,"https://www.lojaficticia.com.br/produto/cama-elastica-gallant-extreme-3,10m-com-rede-de-protecao-grafite",ativo,110V,2024-03-27
5882,SKU-FER-00283,Jogo de Chaves Vonder Super Soquete 40pç Preto,Ferramentas,Vonder,60.57,https://www.lojaficticia.com.br/produto/jogo-de-chaves-vonder-super-soquete-40pc-preto,ativo,Bivolt,2024-06-16
2297,SKU-ELE-00498,Fogão LG Dual Inverter 5 Bocas Branco,Eletrodomésticos,LG,2416.67,https://www.lojaficticia.com.br/produto/fogao-lg-dual-inverter-5-bocas-branco,ativo,Bivolt,2024-07-17
5058,SKU-UTD-00359,Ferro de Passar Electrolux Premium Care Vertical Grafite,Utilidades Domésticas,Electrolux,702.24,https://www.lojaficticia.com.br/produto/ferro-de-passar-electrolux-premium-care-vertical-grafite,ativo,Bivolt,2024-09-10
2930,SKU-TVA-00131,Projetor Philco Smart Full HD 3500 Lumens Branco,"TV, Áudio e Vídeo",Philco,512.71,https://www.lojaficticia.com.br/produto/projetor-philco-smart-full-hd-3500-lumens-branco,ativo,220V,2024-01-03
5109,SKU-UTD-00410,Cafeteira Cadence Pratic Elétrica 30 Xícaras Inox,Utilidades Domésticas,Cadence,334.55,https://www.lojaficticia.com.br/produto/cafeteira-cadence-pratic-eletrica-30-xicaras-inox,ativo,Bivolt,2024-05-29
3755,SKU-ESP-00356,Kit Halteres Gallant Combat 30kg Grafite,Esporte e Lazer,Gallant,1222.05,https://www.lojaficticia.com.br/produto/kit-halteres-gallant-combat-30kg-grafite,ativo,110V,2024-07-20
1374,SKU-CLI-00375,Climatizador de Ar Samsung EcoBubble 20L Cinza,Climatização,Samsung,3493.65,https://www.lojaficticia.com.br/produto/climatizador-de-ar-samsung-ecobubble-20l-cinza,ativo,Bivolt,2024-11-11
5874,SKU-FER-00275,Jogo de Chaves Vonder Master Combinadas 12pç Branco,Ferramentas,Vonder,274.16,https://www.lojaficticia.com.br/produto/jogo-de-chaves-vonder-master-combinadas-12pc-branco,ativo,220V,2024-01-21
3244,SKU-TVA-00445,Soundbar TCL C645 300W com Subwoofer Cinza,"TV, Áudio e Vídeo",TCL,2165.0,https://www.lojaficticia.com.br/produto/soundbar-tcl-c645-300w-com-subwoofer-cinza,ativo,220V,2024-11-09
4131,SKU-MOV-00032,Cadeira de Escritório Madesa Monaco Giratória com Braço Grafite,Móveis,Madesa,771.63,https://www.lojaficticia.com.br/produto/cadeira-de-escritorio-madesa-monaco-giratoria-com-braco-grafite,ativo,Bivolt,2024-02-05
3669,SKU-ESP-00270,Kit Halteres Gallant Combat 10kg Grafite,Esporte e Lazer,Gallant,1439.81,https://www.lojaficticia.com.br/produto/kit-halteres-gallant-combat-10kg-grafite,ativo,220V,2024-05-27
3741,SKU-ESP-00342,Esteira Elétrica Gallant Force até 14km/h Branco,Esporte e Lazer,Gallant,312.1,https://www.lojaficticia.com.br/produto/esteira-eletrica-gallant-force-ate-14km-h-branco,ativo,Bivolt,2024-10-13
2255,SKU-ELE-00456,Aspirador de Pó Consul Facilite 1200W Grafite,Eletrodomésticos,Consul,1196.89,https://www.lojaficticia.com.br/produto/aspirador-de-po-consul-facilite-1200w-grafite,ativo,Bivolt,2024-10-18
3348,SKU-TVA-00549,Fone de Ouvido Sony XR Gamer com Microfone Prata,"TV, Áudio e Vídeo",Sony,3169.24,https://www.lojaficticia.com.br/produto/fone-de-ouvido-sony-xr-gamer-com-microfone-prata,ativo,Bivolt,2024-10-06
5762,SKU-FER-00163,Lixadeira Orbital Makita M-Force 200W Grafite,Ferramentas,Makita,220.1,https://www.lojaficticia.com.br/produto/lixadeira-orbital-makita-m-force-200w-grafite,ativo,Bivolt,2024-10-01
2187,SKU-ELE-00388,Máquina de Lavar Consul Maxi Ar 17kg Cinza,Eletrodomésticos,Consul,971.53,https://www.lojaficticia.com.br/produto/maquina-de-lavar-consul-maxi-ar-17kg-cinza,ativo,Bivolt,2024-06-02
2243,SKU-ELE-00444,Micro-ondas Consul Bem Estar 34L Branco,Eletrodomésticos,Consul,1970.38,https://www.lojaficticia.com.br/produto/micro-ondas-consul-bem-estar-34l-branco,ativo,220V,2024-08-28
4546,SKU-MOV-00447,Cadeira de Escritório Bertolini Luce Gamer Reclinável Preto,Móveis,Bertolini,786.44,https://www.lojaficticia.com.br/produto/cadeira-de-escritorio-bertolini-luce-gamer-reclinavel-preto,ativo,110V,2024-08-12
5658,SKU-FER-00059,Compressor de Ar Bosch GBH 2HP 25L Cinza,Ferramentas,Bosch,431.77,https://www.lojaficticia.com.br/produto/compressor-de-ar-bosch-gbh-2hp-25l-cinza,ativo,110V,2024-09-02
2163,SKU-ELE-00364,Geladeira Consul Facilite Frost Free 431L Prata,Eletrodomésticos,Consul,1541.4,https://www.lojaficticia.com.br/produto/geladeira-consul-facilite-frost-free-431l-prata,ativo,110V,2024-05-27
3127,SKU-TVA-00328,"Smart TV LG NeoChef 75"" 4K Prata","TV, Áudio e Vídeo",LG,4070.74,"https://www.lojaficticia.com.br/produto/smart-tv-lg-neochef-75""-4k-prata",ativo,220V,2024-02-26
3397,SKU-TVA-00598,Fone de Ouvido Multilaser Colors Bluetooth In-Ear Cinza,"TV, Áudio e Vídeo",Multilaser,277.53,https://www.lojaficticia.com.br/produto/fone-de-ouvido-multilaser-colors-bluetooth-in-ear-cinza,ativo,110V,2024-04-11
4257,SKU-MOV-00158,Guarda-Roupa Linea Brasil Dallas 6 Portas,Móveis,Linea Brasil,1586.52,https://www.lojaficticia.com.br/produto/guarda-roupa-linea-brasil-dallas-6-portas,ativo,110V,2024-02-28
5036,SKU-UTD-00337,Batedeira Electrolux Eco Turbo 300W Cinza,Utilidades Domésticas,Electrolux,534.83,https://www.lojaficticia.com.br/produto/batedeira-electrolux-eco-turbo-300w-cinza,ativo,Bivolt,2024-09-14
3745,SKU-ESP-00346,Kit Halteres Gallant Force 20kg Inox 110V,Esporte e Lazer,Gallant,713.12,https://www.lojaficticia.com.br/produto/kit-halteres-gallant-force-20kg-inox-110v,ativo,110V,2024-01-12
1214,SKU-CLI-00215,Ar Condicionado Portátil LG Art Cool 14000 BTUs Grafite,Climatização,LG,2256.62,https://www.lojaficticia.com.br/produto/ar-condicionado-portatil-lg-art-cool-14000-btus-grafite,ativo,220V,2024-02-20
5950,SKU-FER-00351,Serra Tico-Tico Black+Decker Matrix 500W Inox,Ferramentas,Black+Decker,490.7,https://www.lojaficticia.com.br/produto/serra-tico-tico-black+decker-matrix-500w-inox,ativo,110V,2024-01-05
3090,SKU-TVA-00291,"Smart TV LG Dual Inverter Voice 58"" 4K Inox","TV, Áudio e Vídeo",LG,4969.16,"https://www.lojaficticia.com.br/produto/smart-tv-lg-dual-inverter-voice-58""-4k-inox",ativo,110V,2024-06-18
2967,SKU-TVA-00168,"Smart TV Samsung Crystal 50"" 4K Grafite","TV, Áudio e Vídeo",Samsung,5519.69,"https://www.lojaficticia.com.br/produto/smart-tv-samsung-crystal-50""-4k-grafite",ativo,Bivolt,2024-04-10
5502,SKU-ILU-00303,Arandela Blumenau LED Externa Preto,Iluminação,Blumenau,213.23,https://www.lojaficticia.com.br/produto/arandela-blumenau-led-externa-preto,ativo,Bivolt,2024-10-07
3007,SKU-TVA-00208,"Smart TV Samsung Crystal 70"" 4K Branco","TV, Áudio e Vídeo",Samsung,4247.48,"https://www.lojaficticia.com.br/produto/smart-tv-samsung-crystal-70""-4k-branco",ativo,Bivolt,2024-12-02
2949,SKU-TVA-00150,Soundbar Philco PH800 300W com Subwoofer Branco,"TV, Áudio e Vídeo",Philco,2440.5,https://www.lojaficticia.com.br/produto/soundbar-philco-ph800-300w-com-subwoofer-branco,ativo,110V,2024-08-12
2329,SKU-ELE-00530,Lava e Seca LG ThinQ 11kg/7kg Cinza,Eletrodomésticos,LG,1514.76,https://www.lojaficticia.com.br/produto/lava-e-seca-lg-thinq-11kg-7kg-cinza,ativo,110V,2024-05-21
